laufnummer,id,body,ocr text,hashtags,url,1,2,3,4,5,6,7,8,9,10,11,12,99,caption,Kategorie,Politischer Inhalt/Info,Negative Campaigning,Selbstpräsentation unpolitisch,Selbstpräsentation politisch,Parteipräsentation unpolitisch,Parteipräsentation politisch,Interaktion,Neutrale Infos zur Stimmabgabe,Mitgliederinfo,Fundraising,Veranstaltungshinweis,Wahlaufruf direkt,Sonstiges,Detailed Explanation
489.0,CtbChu2LNh0,"Zum Glück gibt es Make-up... 😁😆
Fertig, kann losgehen!",,,https://www.instagram.com/p/CtbChu2LNh0,0,0,1,0,0,0,0,0,0,0,0,0,0,eine Frau mit einem Lippenstift und einem Lippenstiftpinsel,,0,0,1,0,0,0,0,0,0,0,0,0,0,"[""Selbstpräsentation unpolitisch""]"
490.0,CsG_e0lNFpo,"Es ist Zeit für ein starkes Bayern für alle.

Das sich alle leisten können.

Und für einen Politikwechsel mit echter sozialer Politik für Bayern.

Dieses Wochenende stellen wir auf unserem 74. Landesparteitag in Augsburg die Weichen für die #ZukunftFürBayern. 💪 
 
Wir wählen unseren Landesvorstand und legen unser Regierungsprogramm fest. 
 
Die Highlights sind die Reden unseres Spitzenkandidaten @fvbrunn, unserer Co-Vorsitzenden @ronjaendres und des Bundesministers für Arbeit und Soziales @hubertus_heil. 
 
Sei dabei! 
Hier auf Instagram oder per Livestream über bayernspd.de 
 
#LPT23 #SozialePolitikFürDich #MachenStattSödern",LANDESPARTEITAG am FLORIAN VON BRUNN Landesvorsitzender und RONJA SPITZENKANDIDAT ENDRES Landesvorsitzende Soziale Zukunft für Bayern. Soziale Politik für Dich. SPD Politik für 13./14. MAI Kongress  Park Augsburg,"ZukunftFürBayern,LPT23,SozialePolitikFürDich,MachenStattSödern",https://www.instagram.com/p/CsG_e0lNFpo,1,0,0,0,0,1,0,0,0,0,1,0,0,ein Plakat zur Veranstaltung mit zwei Personen,,1,0,0,0,0,1,0,0,0,0,1,0,0,"[""Politischer Inhalt/Info"", ""Parteipräsentation politisch"", ""Veranstaltungshinweis""]"
491.0,CyAZwwaowMC,"Ich stehe für eine mutige Landespolitik, die ländliche Regionen genauso voranbringt wie die Ballungsräume, für eine Stärkung der regionalen Wirtschaft und der bäuerlichen Landwirtschaft, für eine konsequenten Rechtsstaat, aber auch dafür, Geflüchtete möglichst schnell in Lohn und Brot zu bringen. 

Ich freue mich, wenn Sie mir Ihre Stimme geben! 😊

#alexanderhold #anpackenfürbayern #kempten #freiewähler #landtagswahl2023",FREIE WÄHLER Bayerns starke Mitte. ALEXANDER HOLD LANDTAGSWAHL 2023 ANPACKEN FÜR BAYERN Landtag: Liste 3 | Platz 1,"alexanderhold,anpackenfürbayern,kempten,freiewähler,landtagswahl2023",https://www.instagram.com/p/CyAZwwaowMC,1,0,0,0,0,0,0,0,0,0,0,1,0,Alexander Hod - Landgavall - Interview,,1,0,0,0,0,0,0,0,0,0,0,1,0,"[""Politischer Inhalt/Info"", ""Wahlaufruf direkt""]"
492.0,CsHMb-2LiMk,"Wir fordern Rücktritt von Habeck!Fraktionsvorsitzender Florian Streibl und Hans Friedl, Sprecher für Wohnen und Bauen, fordern den Rücktritt von Wirtschaftsminister Habeck! Hans Friedl Mdl: „Jede Woche werden die Menschen mit neuen Verboten und Verordnungen drangsaliert und so Zukunftsängste um die eigene Existenz geschürt.“ Der Gesetzesentwurf stelle aus ideologischen Gründen unerfüllbare Anforderungen an die Betreiber von Heizungsanlagen. „Gerade bei älteren Gebäuden ist eine Umrüstung auf Wärmepumpen oder vergleichbare ‚grüne‘ Heizanlagen wirtschaftlich untragbar. Durch die Abkehr vom Grundsatz der Technologieoffenheit werden einzelfallgerechte und ökologisch sowie ökonomisch sinnvolle Lösungen verhindert“, so der Landtagsabgeordnete aus dem oberbayerischen Alling. Es sei nicht sichergestellt, dass ausreichend „grüne“ Energiequellen nach dem Gesetzentwurf verlässlich, flächendeckend und insbesondere bezahlbar zur Verfügung stünden – denn Holz zählt nach dem Entwurf nicht mehr als solche Energiequelle. „Darüber hinaus werden die geplanten Zwänge zahlreiche negative gesellschaftliche Auswirkungen zur Folge haben. Dies gilt es dringend zu verhindern!“, so Friedl abschließend. #friedl_hans #bayerischerlandtag @freie.waehler.landtagsfraktion #gemeinsamheimatgestalten #gemeinsamzukunftgestalten #heimat #bayern #oberbayern #fürstenfeldbruck #dachau #starnberg #landsbergamlech #altötting #mühldorf #freising #ingolstadt #anpackenfürbayern #münchen #alling #badtölz #lenggries #garmischpartenkirchen #schongau #weilheim #anpackenfürbayern #ingolstadt #neuburganderdonau #burghausen #teamfriedl #freiewählerbayern #plenumtv #gilching",,"friedl,bayerischerlandtag,gemeinsamheimatgestalten,gemeinsamzukunftgestalten,heimat,bayern,oberbayern,fürstenfeldbruck,dachau,starnberg,landsbergamlech,altötting,mühldorf,freising,ingolstadt,anpackenfürbayern,münchen,alling,badtölz,lenggries,garmischpartenkirchen,schongau,weilheim,anpackenfürbayern,ingolstadt,neuburganderdonau,burghausen,teamfriedl,freiewählerbayern,plenumtv,gilching",https://www.instagram.com/p/CsHMb-2LiMk,1,1,0,0,0,0,0,0,0,0,0,0,0,ein Mann im Anzug,,1,1,0,0,0,0,0,0,0,0,0,0,0,"[""Politischer Inhalt/Info"", ""Negative Campaigning""]"
493.0,CvisUGDK4jV,"2 Uhr früh. Nachtschicht, letzte Runde! Ein herzliches Dankeschön an unsere Kallmünzer FW-Covorsitzende Sarah Söllner, die mir bis grad eben noch beim Aufhängen der Plakate im Ortsbereich Kallmünz geholfen hat. So läuft der Wahlkampf bei uns, den Freie Wähler Kallmünz - als Teamwork. Da ist neben der Politik auch der Spaß garantiert. Egal, wie spät es wird. #EuerTobias working",4 ZAIBOT  ar TTO? Cru TQAA Rh1 Daiquad A3t3vaso1s a u 2 1 1 0 1 1 1 5 1,EuerTobias,https://www.instagram.com/p/CvisUGDK4jV,0,0,0,1,0,1,0,0,0,0,0,0,0,ein Mann hält ein Schild mit einem Bild eines Mannes,,0,0,0,1,1,0,0,0,0,0,0,0,0,"[""5. Parteipräsentation unpolitisch"", ""4. Selbstpräsentation politisch""]"
496.0,Cvjz7axtYiY,CSD in Nürnberg,ZONE Cosa EGLE SPDqueer; DE PKW Muhr LKW JUSOS SPD,,https://www.instagram.com/p/Cvjz7axtYiY,0,0,0,1,0,0,0,0,0,0,0,0,0,eine Gruppe von Menschen hält eine Regenbogenfahne,,0,0,1,0,1,0,0,0,0,0,0,0,0,"[""Selbstpräsentation unpolitisch"", ""Parteipräsentation unpolitisch""]"
497.0,CyG-mwkorJM,"Ihre Kandidatin für den Landtag 
@christine.mueller.csu
Ihre Kandidatin für den Bezirkstag 
@andrea.schoener.csu
.
#csu #christlichsozialeunion #ltwby #ltw23 #landtagswahl2023 #bayern #näherammenschen #ihrestimme für den #münchnernorden",Christine MÜLLER Für Sie in den Landtag,"csu,christlichsozialeunion,ltwby,ltw23,landtagswahl2023,bayern,näherammenschen,ihrestimme,münchnernorden",https://www.instagram.com/p/CyG-mwkorJM,0,0,0,1,0,0,0,0,0,0,0,0,0,eine Frau in einem Business-Anzug und einem blauen Hintergrund mit den Worten „Muler“,,1,0,0,0,1,0,0,0,0,0,0,1,0,"[""Politischer Inhalt/Info"", ""Wahlaufruf direkt"", ""Parteipräsentation unpolitisch""]"
498.0,Ctq9NSXoV72,"Deutliche Erhöhung der Schwimmbadförderung in Bayern! Wir haben dazu ein kraftvolles Maßnahmenpaket zur Erhöhung der Investitionen in Bayerns Schwimmbäder beschlossen. 

Auch die Förderung vereinseigener Schwimmbäder wird durch Anpassung der Förderkulisse im Rahmen der Sportförderung verbessert und die Fördersätze angepasst.

Zudem wird das Schwimmförderprogramm „Mach mit – Tauch auf!“ („Seepferdchenprogramm“) fortgeführt:
– Zu Beginn des neuen Schul- und Kindergartenjahres 2023/2024 erhalten alle Erstklässlerinnen und Erstklässler bzw. Vorschulkinder einen Gutschein über 50 Euro für einen Schwimmkurs zum Erwerb des Frühschwimmerabzeichens „Seepferdchen“.
– Ab dem Kindergartenjahr 2024/2025 werden alle Vorschulkinder jährlich zu Beginn des jeweiligen Kindergartenjahres einen entsprechenden Gutschein erhalten.

#bausback #aschaffenburg #csuaschaffenburg

@csu.aschaffenburg @csu_lt",Schwimmen kann Leben retten! Deutliche Erhöhung der Schwimmbadförderung in Bayern Bessere Förderbedingungen für Kommunen und Vereine Neuauflage des Seepferdchenprogramms WINFRIED ! BAUSBACK,"bausback,aschaffenburg,csuaschaffenburg",https://www.instagram.com/p/Ctq9NSXoV72,1,0,0,0,0,0,0,0,0,0,0,0,0,ein Schwimmbecken mit einem rot-weißen Pfosten,,1,0,0,0,0,0,0,0,0,0,0,0,0,"[""Politischer Inhalt/Info""]"
499.0,CxUoPqrq6V1,"Ihr kennt das ja: Mit guten Nachrichten startet es sich einfach besser in die Woche.👍🗞

Bayerns Kunstminister @markusblume75 hat die Museen der Stadt Landshut besucht - mit einem Förderbescheid in der Tasche!✉️

Für die Sonderausstellung „Landshut im Nationalsozialismus“ gibt es 46.000 Euro.💰

#fürdieregion #landshut #landtag #kultur #heimat #heimatgestalten #handelnstattreden #einervonsunseinerfüruns #csu #diegutenachricht",,"fürdieregion,landshut,landtag,kultur,heimat,heimatgestalten,handelnstattreden,einervonsunseinerfüruns,csu,diegutenachricht",https://www.instagram.com/p/CxUoPqrq6V1,1,0,0,1,0,1,0,0,0,0,0,0,0,eine Gruppe von Menschen steht um eine Mauer herum,,1,0,0,0,0,1,0,0,0,0,0,0,0,"[""Politischer Inhalt/Info"", ""Parteipräsentation politisch""]"
501.0,CxD5D3htAqG,"Morgen ist es soweit 🤗: Ein Tag voller gemischter Gefühle - von Aufregung bis zu ein wenig Nervosität, aber vor allem von #Vorfreude. Die Schulbank wird zum neuen Abenteuerspielplatz, und die Schultüte 🎉 ist gefüllt mit Überraschungen und kleinen Schätzen. Eltern, Großeltern und Lehrerinnen und Lehrer stehen bereit, um die #Kinder auf diesem aufregenden Weg zu begleiten. 
Ich wünsche allen einen schönen ersten #Schultag 🎒🏫!

#mitherzundverstand #martinstock #landtagswahl2023 #csukvmiltenberg #ersterschultag #einschulung2023 #vielspass #coolezeit","LANDTAGS- UND Viel BEZIRKSTAGSWAHL 8. OKTOBER 4 , MARTIN STOCK Für uns in den Landtag MICHAEL SCHWING Für uns in den Bezirkstas CSU* Näher am Menschen TAG Erfolgi SChul Eine Coole Ze(ti","Vorfreude,Kinder,Schultag,mitherzundverstand,martinstock,landtagswahl2023,csukvmiltenberg,ersterschultag,einschulung2023,vielspass,coolezeit",https://www.instagram.com/p/CxD5D3htAqG,0,0,1,0,0,0,0,0,0,0,0,0,0,zwei männer stehen nebeneinander männer,,0,0,1,0,0,0,0,0,0,0,0,0,1,"[""3. Selbstpräsentation unpolitisch"", ""13. Sonstiges""]"
502.0,CxnbtTqqMem,Alle Termine unter www.markus-kaeser.de,EGR Kase r Käsers Kaffee-Standl on Tour kuchen,,https://www.instagram.com/p/CxnbtTqqMem,0,0,0,1,0,0,0,0,0,0,0,0,0,ein Mann hält ein Schild mit der Aufschrift „Ich liebe dich“,,0,0,0,0,0,0,0,0,0,0,0,0,1,"[""Sonstiges/KA""]"
503.0,Cw9--TEsmEJ,"Tolle Unterstützung am Infostand in #Münnerstadt. 

Gute Gespräch und eine freundliche Atmosphäre im Austausch mit den Menschen vor Ort. 

@csu.kreis.badkissingen @csu_unterfranken @thorstenharnus @martin.wende.ufr @steffen_hoertler @thomasbold61 @jankarlgawlik #csu #badkissingen #rhön #kirchneristfürsieda #ltw2023",S 489 Krin Toner ol MIMAT! ` UNSER ende ISTARK Fü Zukunft toltun Oktorer csu MARTIN  WENDE ssun ssun SANDRO KIRCHNER,"Münnerstadt,csu,badkissingen,rhön,kirchneristfürsieda,ltw2023",https://www.instagram.com/p/Cw9--TEsmEJ,0,0,0,1,0,1,0,0,0,0,0,0,0,eine Gruppe von Menschen steht vor einem Gebäude,,0,0,0,1,0,1,0,0,0,0,0,0,0,"[""Selbstpräsentation politisch"", ""Parteipräsentation politisch""]"
504.0,CxQ5td0Ngtg,"Kind schläft, noch Flyer stecken gehen

#politik #linke #dielinke #landtagswahl  #bayern",noitizoqqo axuiaia 'JXUiJa] / 2n19ysa,"politik,linke,dielinke,landtagswahl,bayern",https://www.instagram.com/p/CxQ5td0Ngtg,0,0,0,1,0,0,0,0,0,0,0,0,0,"eine Frau macht ein Selfie, selbst, selbst, selbst, selbst, selbst, selbst, selbst, selbst, selbst, selbst",,0,0,1,0,0,0,0,0,0,0,0,0,1,"[""Selbstpräsentation unpolitisch"", ""Sonstiges""]"
505.0,Cq_kI-aoV1l,"Nachdem der #berlinhalf #berlinhalfmarathon vorletztes Wochenende gut gelaufen ist, stehen nun am Sonntag die 42,195km in Saragossa auf dem Plan. Um in Form zu bleiben, haben wir unser freies Zeitfenster in #berlin natürlich gut genutzt…",MARARIBM B Day ApriL 8;2018 HUUDY nn,"berlinhalf,berlinhalfmarathon,berlin",https://www.instagram.com/p/Cq_kI-aoV1l,0,0,1,0,0,0,0,0,0,0,0,0,0,ein Mann und eine Frau posieren für ein Foto,,0,0,0,0,0,0,0,0,0,0,0,0,1,"[""Sonstiges""]"
506.0,CuWMU5KNMSJ,"Um Frauen und Gleichberechtigung ging es bei der Diskussion mit FidAR Süd - ein Thema, das mir sehr am Herzen liegt. Wir müssen als Politik Lebensentwürfe ermöglichen und und nicht bewerten. Frei von Ideologie und nah an der Lebenswirklichkeit der Menschen!",,,https://www.instagram.com/p/CuWMU5KNMSJ,1,0,0,1,0,0,0,0,0,0,0,0,0,"eine Gruppe von Menschen, die in einem Raum auf Stühlen sitzen",,1,0,0,0,0,0,0,0,0,0,0,0,0,"[""Politischer Inhalt/Info""]"
507.0,Cur5qN-tHya,"Zu Gast bei Radio Regenbogen.
Auf Einladung des Geschäftsführers Reinhard Knirsch konnte ich die Redaktion und das Studio des lokalen Radiosenders besuchen.
Radio Regenbogen, ein nicht-kommerzieller Radiosender und auch gemeinnützige Organisation, sendet mittlerweile schon seit mehr als 35 Jahren. Die Sendeschwerpunkte #Kultur, #Soziales, #Jugend, #Umwelt und #Religion werden durch Musik von regionalen Bands und Künstlern gemixt.
Im Gespräch mit Reinhard Knirsch wurde aber auch deutlich wie schwierig es für regionale Sender ist, oder auch schwer gemacht wird gegen große Sender und Medienhäuser bestehen zu können. Fördergelder von staatlicher Seite dürfen nicht noch weiter reduziert oder sachgrundlos gestrichen werden. Parallel müssen neue Finanzierungsformen und Unterstützer auch aus der Politik gefunden werden. Denn der Verlust alternativer Programmangebote und inhaltlicher Oasen wäre unbezahlbar. Meine Unterstützung ist euch sicher. Versprochen 😊👍🏻

#thomasfrank2023 #thomasfrank #rosenheim #bayern #radioregenbogen #radio #programm #spd #spdrosenheim @spd_rosenheim_stadt",0 AD EG|,"Kultur,Soziales,Jugend,Umwelt,Religion,thomasfrank2023,thomasfrank,rosenheim,bayern,radioregenbogen,radio,programm,spd,spdrosenheim",https://www.instagram.com/p/Cur5qN-tHya,1,0,0,1,0,0,0,0,0,0,0,0,0,Zwei Männer stehen neben einer Wand,,1,0,0,1,0,0,0,0,0,0,0,0,0,"[""Selbstpräsentation politisch"", ""Politischer Inhalt/Info""]"
508.0,Cx6KjPIoNgX,"Spannende Diskussion mit Pater Jörg Alt bei der Nacht der offenen Kirchen. Ja, dieser Mann polarisiert. Sein Engagement für die Letzte Generation eckt an. Aber er rüttelt auch auf und regt zum Nachdenken an. Es braucht Menschen wie ihn!",um Mecesen: Isua,,https://www.instagram.com/p/Cx6KjPIoNgX,1,0,0,1,0,0,0,0,0,0,0,0,0,eine Kirche mit einem Kreuz an der Wand,,1,0,0,1,0,0,0,0,0,0,0,0,0,"[""Politischer Inhalt/Info"", ""Selbstpräsentation politisch""]"
509.0,CxTrt2XNe0U,"Es war mir eine große Ehre, die neuen Leistungsabzeichen gemeinsam mit dem Vorstand und Dirigent Hans Kuffer an die Musikerinnen und Musiker der Schambacher Blaskapelle überreichen zu dürfen. #schambachtalerblaskapelle #ehrenamt #miteinander #ehrenzeichen #fleiß #musikverbindet #heimatliebe",,"schambachtalerblaskapelle,ehrenamt,miteinander,ehrenzeichen,fleiß,musikverbindet,heimatliebe",https://www.instagram.com/p/CxTrt2XNe0U,0,0,0,1,0,0,0,0,0,0,0,0,0,"eine Gruppe von Kindern, die auf Stühlen in einem Raum sitzen",,0,0,1,0,1,0,0,0,0,0,0,0,0,"[""Selbstpräsentation unpolitisch"", ""Parteipräsentation unpolitisch""]"
510.0,Cu9KCpRt1V9,,,,https://www.instagram.com/p/Cu9KCpRt1V9,0,0,0,0,0,0,0,0,0,0,0,0,1,zwei Männer in Anzügen und Hüten posieren für die Kamera,,0,0,0,0,0,0,0,0,0,0,0,0,1,"[""Sonstiges/KA""]"
511.0,CtEQ0GHocd1,Meine wunderschönen Pfingstrosen❤️,,,https://www.instagram.com/p/CtEQ0GHocd1,0,0,1,0,0,0,0,0,0,0,0,0,0,eine Biene sitzt auf einer rosa Blume,,0,0,0,0,0,0,0,0,0,0,0,0,1,"[""Sonstiges/KA""]"
512.0,CqxSRTjoseQ,"Saisonstart der Bayerischen Seensschifffahrt am Starnberger See und Ammersee heute mit Staatsminister Albert Füracker! Ich freue mich, dass Inhaberinnen und Inhaber der Bayerischen Ehrenamtskarte ab sofort kostenlos mit der gesamten Flotte der Bayerischen Seenschifffahrt fahren können! Bayern ist Ehrenamtsland - wir sind gemeinsam stark! #bayerngemeinsamstark #bayerischessozialministerium #saisonstart #seenschifffahrt #ehrenamt #ehrenamtskarte",LU,"bayerngemeinsamstark,bayerischessozialministerium,saisonstart,seenschifffahrt,ehrenamt,ehrenamtskarte",https://www.instagram.com/p/CqxSRTjoseQ,1,0,0,1,0,1,0,0,0,0,0,0,0,eine Gruppe von Menschen steht auf einem Boot,,1,0,0,1,1,0,0,0,0,0,0,0,0,"[""Politischer Inhalt/Info"", ""Selbstpräsentation politisch"", ""Parteipräsentation unpolitisch""]"
513.0,Cuta7FNIkvF,Mein Kandidatenvideo für die Landtagswahl 😎,FDP Servus Zukunft,,https://www.instagram.com/p/Cuta7FNIkvF,0,0,0,1,0,0,0,0,0,0,0,0,0,ein Mann mit Bart und gestreiftem Hemd,,0,0,1,1,0,0,0,0,0,0,0,0,0,"[""3. Selbstpräsentation unpolitisch"", ""4. Selbstpräsentation politisch""]"
515.0,CsabDpzNA29,"Kärwa-Saison-Eröffnung in Schweinau. Es war richtig viel los. Dou mou mer hi!
Natürlich war ich mit Bezirkstagskandidatin Sabine Knuhr unterwegs. Und Gastgeber Victor Strogies führte uns über die Kärwa.",Snciiivsye Popcn Mfwkemg Chanuf Eir [spaltev | Bier' Schoko 'Früchte 1 5,,https://www.instagram.com/p/CsabDpzNA29,0,0,0,1,0,1,0,0,0,0,0,0,0,eine Gruppe von Menschen steht um ein Bierzelt herum,,0,0,0,1,1,0,0,0,0,0,0,0,0,"[""5. Parteipräsentation unpolitisch"", ""4. Selbstpräsentation politisch""]"
516.0,CvIpd54t1kW,"Noch 73 Tage bis zur #landtagswahl 👌 Heute haben wir uns mit den Ortsverbänden der @csu.unterallgaeu zur Ortsvorsitzenden Konferenz getroffen und die heiße Phase des Wahlkampf besprochen. Vielen Dank an dieser Stelle schon mal, für eure Unterstützung! #csu #bayern #allgäu #wahl #politik #landtag",,"landtagswahl,csu,bayern,allgäu,wahl,politik,landtag",https://www.instagram.com/p/CvIpd54t1kW,0,0,0,1,0,1,0,0,0,0,0,0,0,zwei Männer in Anzügen posieren für ein Foto,,0,0,0,0,0,1,0,0,0,0,0,0,0,"[""Parteipräsentation politisch""]"
517.0,CtTN333NSwj,"🍓 Die Erdbeer-Saison ist eröffnet 🍓
🍓Und wie jedes Jahr hat sich unser Frauennetzwerk auf dem Wimmer-Hof zum #anpflücken getroffen 
🍓 Regionale Lebensmittel haben kurze Transportwege, schonen die Umwelt und unterstützen unsere Landwirtschaft vor Ort
🍓 und 🍓🍓 sind so lecker in allen Varianten. Auf dem Kuchen, als Marmelade, als Shake oder einfach nur pur
#erdbeeren #direktvermarktung #landwirtschaft #erdbeerkuchen @bayernspd",,"anpflücken,erdbeeren,direktvermarktung,landwirtschaft,erdbeerkuchen",https://www.instagram.com/p/CtTN333NSwj,1,0,0,1,0,0,0,0,0,0,0,0,0,die Familie posiert für ein Foto im Gras,,1,0,1,0,1,0,0,0,0,0,0,0,0,"[""Selbstpräsentation unpolitisch"", ""Parteipräsentation unpolitisch"", ""Politischer Inhalt/Info""]"
518.0,CyBP7ACNLZp,,Kreuz & Quer Erlangen Wahlkampfendspurt heute mit Robert Habeck und Katharina Schulze,,https://www.instagram.com/p/CyBP7ACNLZp,0,0,0,1,0,1,0,0,0,0,0,0,0,ein Mann und eine Frau tanzen zusammen in einem Raum,,0,0,0,0,0,1,0,0,0,0,0,0,0,"[""Parteipräsentation politisch""]"
519.0,CxvKl5JNFxp,"Im Notfall zählt jede Minute. Deshalb investiert Bayern in den neuen Hubschrauber-Landeplatz auf dem Dach des Bamberger Klinikums. 

Bei der Eröffnung der Heli-Plattform auch mit dabei Vertreter der Sozialstiftung Bamberg, Holger Dremel als BRK Vorsitzender, Thomas Söder als Stiftungsrat und noch einige mehr.

#lebenrettenistteamarbeit 
Danke an das ganze Team und die weiteren Unterstützer",NEU: Hubschrauber-Landeplatz auf dem Dach des Klinikums Bamberg,lebenrettenistteamarbeit,https://www.instagram.com/p/CxvKl5JNFxp,1,0,0,1,0,0,0,0,0,0,0,0,0,eine Frau steht vor einem Kran,,1,0,0,1,0,1,0,0,0,0,0,0,0,"[""Politischer Inhalt/Info"", ""Selbstpräsentation politisch"", ""Parteipräsentation politisch""]"
520.0,CrQ7KfmKoEP,"DIE LINKE steht bei Arbeitskämpfen an der Seite der Kolleginnen und Kollegen. Wir sind aktiv in den Gewerkschaften und unterstützen in der Arbeit die Personal- und Betriebsräte bzw. ihre Wahl. Die Gewerkschaften und Beschäftigtenvertretungen sind für uns zentrale Bündnispartner. Unsere Abgeordneten werden sich regelmäßig mit ihnen austauschen, ihre Anliegen in den Landtag tragen und Streiks vor Ort unterstützen.

Ausgehend von diesen Grundsätzen habe ich das Kapitel für gute Arbeit in unserem Landtagswahlprogramm verfasst. Beim entwickeln des Programms ist eins ganz deutlich geworden: Im Landtag gibt es viel zu tun für die abhängig Beschäftigten.

Wir brauchen ein ordentliches Tariftreuegesetz, damit in Bayern die Tarifbindung und damit die Löhne wieder hochgehen. Nur in Bayern und Sachsen gibt es kein Bildungszeitgesetz. Dabei ist das doch zentral nötig, damit sich die Kolleginnen und Kollegen in einer schnell wandelnden Arbeitswelt weiterbilden können. Die Arbeit macht immer mehr Menschen krank. Deswegen muss eine Anti-Stress-Verordnung zum Schutz vor Arbeitshetze eingeführt werden.

Der Kern unseres Programms ist die massive Ausweitung der betrieblichen Mitbestimmung der Kolleginnen und Kollegen. Arbeit ist die Quelle allen Reichtums und Grundlage für den Lebensunterhalt aller Menschen. Deswegen müssen die, die diese Arbeit leisten, eben die abhängig Beschäftigten demokratisch über die Arbeitswelt selbst entscheiden können. Deswegen wollen wir die (Mitbestimmungs)Rechte von Gewerkschaften, Personalräten und Betriebsräten weitreichend ausbauen.

Und eins ist auch klar: Nur DIE LINKE steht klar für alle diese Forderungen. Und nur DIE LINKE wird diese Forderungen nach der Wahl nicht einfach fallen lassen, um sich der CSU an den Hals zu werfen.",Auf Seite der I Beschäftigten DIELiNKE. DIE Bayern Bayem,,https://www.instagram.com/p/CrQ7KfmKoEP,1,0,0,1,0,1,0,0,0,0,0,0,0,ein Mann steht mit einem Mikrofon an einem Podium,,1,1,0,0,0,0,0,0,0,0,0,0,0,"[""Politischer Inhalt/Info"", ""Negative Campaigning""]"
521.0,CvKqgtQo24I,Volles Festzelt -Ihr seid der Wahnsinn! #maisachersommer @freie.waehler.landtagsfraktion #gemeinsamheimatgestalten #gemeinsamzukunftgestalten #heimat #bayern #oberbayern #fürstenfeldbruck #dachau #starnberg #landsbergamlech #altötting #mühldorf #freising #ingolstadt #anpackenfürbayern #münchen #alling #badtölz #lenggries #garmischpartenkirchen #schongau #weilheim #anpackenfürbayern #ingolstadt #neuburganderdonau #burghausen #teamfriedl #zuversicht #freiewählerbayern #plenumtv #gilching #maisach,wreler ANPACKEN FÜR BAYERN FESTZELT MAISACH] HAns AIWANGER Hubert 24.07. 19.3OUHR FRIEDL HANDELn STATT ReDEn 0127 4 2a,"maisachersommer,gemeinsamheimatgestalten,gemeinsamzukunftgestalten,heimat,bayern,oberbayern,fürstenfeldbruck,dachau,starnberg,landsbergamlech,altötting,mühldorf,freising,ingolstadt,anpackenfürbayern,münchen,alling,badtölz,lenggries,garmischpartenkirchen,schongau,weilheim,anpackenfürbayern,ingolstadt,neuburganderdonau,burghausen,teamfriedl,zuversicht,freiewählerbayern,plenumtv,gilching,maisach",https://www.instagram.com/p/CvKqgtQo24I,0,0,0,1,0,1,0,0,0,0,0,0,0,"ein Mann, der an einem Podium spricht",,0,0,0,0,1,1,0,0,0,0,0,0,0,"[""5. Parteipräsentation unpolitisch"", ""6. Parteipräsentation politisch""]"
524.0,CvFjWTqKTvV,"Ich freue mich auf mein nächstes  #Hofgartengespräch mit @annahita.esmailzadeh . 
Ich durfte ihr vor 2 Monaten die Europamedaille verleihen. Der Freistaat ehrt damit seit 1990 Personen, die sich um den Freistaat Bayern in einem vereinten Europa verdient gemacht oder zum internationalen Ansehen Bayerns in der Welt beigetragen haben.
Das neue Buch der Spiegel-Bestseller-Autorin „Von Quotenfrauen und alten weißen Männern - Schluss mit Vorurteilen in der Arbeitswelt“ erscheint Mitte August d.J.
Worum geht es?
Die unfähige Quotenfrau, die nur wegen ihres Geschlechts eingestellt wurde. Der ewig gestrige alte weiße Mann, der um jeden Preis das Patriarchat aufrechterhalten möchte. Oder auch die Rabenmutter, die aufgrund ihrer Karriere ihre Kinder vernachlässigt: Menschen werden in der Arbeitswelt laufend mit Vorurteilen konfrontiert – mit häufig fatalen Folgen. 
Annahita Esmailzadeh kennt sich selbst mit Vorurteilen nur allzu gut aus, denn seitdem sie denken kann, wird sie in Schubladen gesteckt. 
Als attraktive junge Frau mit Migrationshintergrund und erfolgreiche Führungskraft in der Tech-Branche scheint sie zugleich in keine dieser Schubladen so recht zu passen.
In ihrem Buch greift Annahita Esmailzadeh hartnäckige Vorurteile in der Arbeitswelt auf, beleuchtet tradierte Geschlechterrollen und macht die verheerenden Konsequenzen von Altersdiskriminierung, Rassismus und Klassismus deutlich.
Ohne erhobenen Zeigefinger erklärt sie anhand von anschaulichen Beispielen, wie Vorurteile entstehen, warum wir alle nicht vor ihnen gefeit sind und weshalb sie in Zeiten des sich stetig zuspitzenden Fachkräftemangels für Unternehmen so gefährlich werden können.

Herzliche Einladung - diskutieren Sie mit!","bayern.de ; Hofgartengespräch am Mittwoch, 26.7.2023 um 15.00 Uhr; Unterer Hofgarten, München mit Melanie Huml, Staatsministerin für Europaangelegenheiten und Internationales und Annahita Esmailzadeh; Wirtschftsinformatikerin und Bestsellerautorin",Hofgartengespräch,https://www.instagram.com/p/CvFjWTqKTvV,0,0,0,0,0,0,0,0,0,0,1,0,0,ein Plakat für die Veranstaltung mit zwei lächelnden Frauen,,0,0,0,0,0,1,0,0,0,0,1,0,0,"[""Parteipräsentation politisch"", ""Veranstaltungshinweis""]"
